product_name,sales,quantity,profit,Cluster,PC1,PC2
American Pencil,48.93,6,4.893,0,-0.5857255923399195,-0.058291424689979554
Ames Color-File Green Diamond Border X-ray Mailers,1360.4759999999999,7,136.0476,0,-0.13351808351081182,-0.038191946775784295
Ampad #10 Peel & Seel Holiday Envelopes,53.760000000000005,3,5.376,0,-0.7157641470211134,0.060897906768313685
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",16.567999999999998,3,1.6568,0,-0.727344165206161,0.059203386349985336
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72200000000001,8,10.6722,0,-0.4800366622839548,-0.13497118549790005
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â x 11â",124.8,5,12.48,0,-0.605950349227046,-0.015178256316924184
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",38.136,4,3.8136,0,-0.6767813299173707,0.020529631843381826
Anderson Hickey Conga Table Tops & Accessories,51.782,2,7.7673,0,-0.7576078065890735,0.10417434996323882
"Angle-D Binders with Locking Rings, Label Holders",197.82999999999998,10,19.782999999999998,0,-0.36397453675979674,-0.2101330219603423
Angle-D Ring Binders,39.384,6,3.9384000000000006,0,-0.5886978136131628,-0.058726354027292996
Anker 24W Portable Micro USB Car Charger,61.544,2,15.386,0,-0.7478473847953402,0.11413772076692588
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,339.83,6,84.9575,0,-0.4435751134170073,0.02800806650225415
Anker Astro 15000mAh USB Portable Charger,599.88,5,149.97,0,-0.3669858216446185,0.13540988438249543
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.926,4,36.9815,0,-0.6201464117116199,0.05732817236788011
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,5,124.9375,0,-0.41335895391435035,0.10932510698184603
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,491.836,4,122.959,0,-0.46087162973934914,0.14691986113106137
Apple EarPods with Remote and Mic,251.91,4,62.9775,0,-0.5719883792944043,0.08441695188679679
Apple iPhone 5,12996.6,65,3249.15,1,8.005146126475807,0.9854830095158053
Apple iPhone 5C,1339.866,6,334.9665,0,0.01957081390241264,0.2885265569909774
Apple iPhone 5S,4901.914000000001,25,1225.4785000000002,1,2.5023613963956586,0.46300047695047686
Array Memo Cubes,54.908,3,5.4908,0,-0.7154067083010542,0.06095021128111859
"Array Parchment Paper, Assorted Colors",62.608,3,6.260800000000001,0,-0.7130092534713902,0.061301034232858945
Artistic Insta-Plaque,156.8,3,23.52,0,-0.6757492527973781,0.07682715497902451
Assorted Color Push Pins,34.39,8,3.4390000000000005,0,-0.5025577925098332,-0.138266734295989
Astroparche Fine Business Paper,144.672,6,14.467200000000002,0,-0.555915576716322,-0.0539292829957552
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,9,494.97,0,0.4475224334090896,0.3362867661128212
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,4,229.47449999999998,0,-0.2635498532377366,0.25791289447646737
Ativa V4110MDD Micro-Cut Shredder,7699.89,38,1924.9725,1,4.368203057596131,0.676365218140267
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",400.0268,3,60.00402,0,-0.5877137345489498,0.10533592685321085
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122,39,1130.95683,1,3.57499196077164,-0.4854481279715594
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,25,777.6121499999999,0,2.108510742428408,-0.20636327171862526
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,27,823.9327499999999,1,2.3079767562440097,-0.24948099998501422
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,12,222.156,0,0.3538244651039852,-0.19724185132688907
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,19,351.10120000000006,0,1.0622376607822281,-0.4160875470542075
Avaya 4621SW VoIP phone,709.92,4,177.48,0,-0.35987054936471435,0.20373273034751233
Avaya 5410 Digital phone,231.166,2,57.7915,0,-0.6692904743603413,0.15832579738984567
Avaya 5420 Digital phone,1538.886,8,384.7215,0,0.19943773997323033,0.2610602339674869
Avaya IP Phone 1140E VoIP phone,1394.95,7,348.7375,0,0.08892929667001859,0.2632200176623815
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,2,2.0650000000000004,0,-0.7699206736922392,0.0990457913386851
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.808,6,13.780800000000001,0,-0.5580527364501939,-0.05424201659844947
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,12,123.34120000000001,0,0.04615690730879989,-0.24226327965368805
Avery 473,248.4,6,24.840000000000003,0,-0.5236190579408156,-0.04920328778301156
Avery 474,78.336,9,7.8336,0,-0.4450273930420529,-0.17592091529427492
Avery 475,266.4,4,26.64,0,-0.6057095598864035,0.03092966434416955
Avery 476,120.596,9,12.0596,0,-0.4318694136782081,-0.17399548958771016
Avery 477,573.9639999999999,4,57.39640000000001,0,-0.5099471186875969,0.04494271763366021
Avery 478,88.38,4,8.838000000000001,0,-0.6611374701171572,0.022818819945621183
Avery 479,16.704,3,1.6704,0,-0.7273018205494293,0.059209582703418695
Avery 48,90.72,3,9.072000000000001,0,-0.7042563638387256,0.06258185693666747
Avery 480,89.25,6,8.925,0,-0.573171647050042,-0.056454388142684477
Avery 481,91.16799999999999,5,9.116800000000001,0,-0.6164219337505866,-0.016710578071850453
Avery 482,11.56,2,1.1560000000000001,0,-0.772750915822323,0.09863163800994229
Avery 483,83.664,6,8.3664,0,-0.5749108915537438,-0.056708894247674314
Avery 484,9.216,1,0.9216,0,-0.8173282093389754,0.13818126529891692
Avery 485,639.03,8,63.903,0,-0.3142984304048846,-0.1107184759141315
Avery 486,168.13,9,16.813,0,-0.4170693334349284,-0.17182977293991444
Avery 487,84.87,7,8.487,0,-0.5306879231794497,-0.09631037043523076
Avery 488,51.03,6,5.103000000000001,0,-0.5850717410227384,-0.05819574570314126
Avery 489,159.39,5,15.939,0,-0.5951804839597628,-0.013602286719430666
Avery 49,66.816,6,6.6816,0,-0.5801566472641568,-0.057476513090651174
Avery 490,177.6,5,17.76,0,-0.5895106589664922,-0.012772613219275872
Avery 491,45.43,3,4.543,0,-0.7183577572459316,0.060518380120521784
Avery 492,53.568000000000005,5,5.3568,0,-0.6281289859058296,-0.018423687550478827
Avery 493,55.974000000000004,4,5.5974,0,-0.6712273300145722,0.02134235649443953
Avery 494,56.376,6,5.637600000000001,0,-0.5834072223838573,-0.057952174339504364
Avery 495,97.02,4,9.702,0,-0.6584473389836121,0.023212470634327312
Avery 496,50.25,4,5.025,0,-0.6730095418905458,0.02108156291317182
Avery 497,24.023999999999997,2,2.4024,0,-0.7688701525759681,0.0991995155775386
Avery 498,35.257999999999996,3,3.5258000000000003,0,-0.7215248884832489,0.06005492933284608
Avery 499,176.292,11,17.6292,0,-0.3268330895083443,-0.2507707471367797
Avery 5,5.76,1,0.576,0,-0.8184042617923935,0.13802380502343436
Avery 50,235.564,5,23.5564,0,-0.5714631171812129,-0.010131690936849977
Avery 500,58.48,2,5.848,0,-0.7581420092498763,0.10076937994444339
Avery 501,66.42,8,6.642,0,-0.49258500313397074,-0.13680740193959365
Avery 502,17.64,3,1.764,0,-0.7270103896766285,0.05925222819469517
Avery 503,124.19999999999999,3,12.420000000000002,0,-0.693832105696238,0.06410725335540354
Avery 505,372.96000000000004,7,37.296,0,-0.4409888631953026,-0.08318458028368718
Avery 506,66.08,3,6.6080000000000005,0,-0.7119282192936507,0.06145922349109828
Avery 507,24.192,2,2.4192,0,-0.7688178444705935,0.09920716989648569
Avery 508,87.398,6,8.7398,0,-0.5737482816402417,-0.05653876789679135
Avery 509,32.364000000000004,4,3.2364,0,-0.6785784869663085,0.020266651313843413
Avery 51,95.75999999999999,5,9.576,0,-0.6149921788703506,-0.016501360020630768
Avery 510,21.75,3,2.1750000000000003,0,-0.725730709241574,0.05943948564036438
Avery 511,56.672,6,5.667200000000001,0,-0.5833150604839117,-0.057938688158502415
Avery 512,84.388,5,8.4388,0,-0.6185329394317715,-0.017019484515071202
Avery 513,72.708,3,7.2708,0,-0.7098645399935191,0.06176120459812884
Avery 514,47.808,4,4.780800000000001,0,-0.6737698775650965,0.0209703019199055
Avery 515,62.650000000000006,2,6.265000000000001,0,-0.7568436473486166,0.10095937107545083
Avery 516,109.64999999999999,4,10.965,0,-0.6545148903474227,0.02378791139802613
Avery 517,44.28,4,4.428,0,-0.6748683477779608,0.020809561222017183
Avery 518,106.47,8,10.647,0,-0.48011512444201654,-0.13498266697632066
Avery 519,121.346,6,12.134599999999999,0,-0.5631783080613537,-0.054992048732417045
Avery 52,68.634,6,6.8634,0,-0.57959059883814,-0.05739368242490259
Avery 520,46.62,5,4.662,0,-0.6302922996923889,-0.018740248312646614
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,7,27.738,0,-0.4707484388601461,-0.08753934102749829
Avery Arch Ring Binders,1318.87,10,131.887,0,-0.014930022182309856,-0.15905684510072737
Avery Binder Labels,26.063,4,2.6063,0,-0.6805403522756219,0.019979568791906235
Avery Binding System Hidden Tab Executive Style Index Sets,91.743,8,9.1743,0,-0.48470049032207674,-0.13565365004259083
Avery Durable Binders,87.264,12,8.7264,0,-0.3107051781600126,-0.2944834127045104
"Avery Durable Plastic 1"" Binders",116.224,7,11.6224,0,-0.5209256116561655,-0.0948818376003129
Avery Durable Poly Binders,82.95,6,8.295000000000002,0,-0.5751332010015854,-0.056741425103199336
Avery Durable Slant Ring Binders,51.480000000000004,5,5.148000000000001,0,-0.6287791009297696,-0.01851881980024942
Avery Durable Slant Ring Binders With Label Holder,77.33,8,7.7330000000000005,0,-0.4891880898623298,-0.1363103268222576
"Avery Durable Slant Ring Binders, No Labels",89.55,9,8.955,0,-0.4415358270083058,-0.1754099895045584
Avery File Folder Labels,113.472,13,11.3472,0,-0.25869764281802204,-0.33294576221162364
"Avery Flip-Chart Easel Binder, Black",239.466,4,23.946600000000004,0,-0.6140956700659065,0.029702512995835133
Avery Fluorescent Highlighter Four-Color Set,65.464,8,6.5464,0,-0.4928826611621732,-0.1368509586593162
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.80000000000001,6,9.98,0,-0.5698868225756321,-0.05597371513737785
Avery Hanging File Binders,105.846,6,10.5846,0,-0.5680043534976906,-0.05569825077812819
Avery Heavy-Duty EZD  Binder With Locking Rings,92.628,5,9.2628,0,-0.6159673514062608,-0.01664405839528673
Avery Heavy-Duty EZD View Binder with Locking Rings,170.984,10,17.0984,0,-0.37233324745553215,-0.211356163903514
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,2,0.78,0,-0.7739216210378473,0.09846032706207944
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,6,21.978,0,-0.5325301173206841,-0.05050725568935048
Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,2,2.028,0,-0.770035876067171,0.09902893361243265
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,2,2.608,0,-0.7682300010006708,0.09929318986179557
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,1,0.77,0,-0.8178002277184261,0.13811219418270407
Avery Hi-Liter Smear-Safe Highlighters,114.464,5,11.4464,0,-0.6091685431386574,-0.01564917917785772
Avery Hidden Tab Dividers for Binding Systems,31.588,7,3.1588000000000003,0,-0.547277687885185,-0.09873797413842957
Avery Hole Reinforcements,116.501,9,11.6501,0,-0.4331444237467113,-0.17418206361204483
Avery Legal 4-Ring Binder,258.054,4,25.8054,0,-0.6083081518355433,0.03054940871362082
Avery Metallic Poly Binders,135.80100000000002,6,13.580100000000002,0,-0.5586776314947571,-0.05433345837301352
